nom_scientifique,ID,nom_commun,autres_noms,id_famille,taille_adulte_min,taille_adulte_max,profondeur_habituelle_min,profondeur_habituelle_max,Colonne_d_eau,reglementation,danger,mode_de_vie,entrainement_modele,A_entrainer,Cotes_françaises,Mediterranée,Atlantique,Manche,Mer du Nord,Pêche_commerciale,IUCN_red_list,citation_ouvrages,citation_doris,id_doris,label,nb_images,class_img,id_worms
Symphodus melops,224,Le crénilabre de melops,,53,15.0,20,2.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LESUR Nathalie, MARAN Vincent, ZIEMSKI Frédéric in : DORIS, 07/11/2020 : Symphodus melops (Linnaeus, 1758)",167,19.0,407.0,<rnd>,
Symphodus ocellatus,225,Le crénilabre ocellé,,53,8.0,10,1.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PASTOR Jérémy, PEAN Michel in : DORIS, 07/05/2021 : Symphodus ocellatus (Linnaeus, 1758)",643,20.0,305.0,<rnd>,
Symphodus roissali,221,Le crénilabre à 5 taches,,53,12.0,15,1.0,10.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, GUICHARD Benjamin, PEAN Michel in : DORIS, 07/05/2021 : Symphodus roissali (Risso, 1810)",609,18.0,341.0,<rnd>,
Symphodus rostratus,229,Le sublet,,53,8.0,10,3.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, CASTILLO Jean-Pierre, PASTOR Jérémy in : DORIS, 20/04/2021 : Symphodus rostratus (Bloch, 1791)",142,23.0,327.0,<rnd>,
Symphodus tinca,220,Le crénilabre tanche,,53,25.0,30,1.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, PEAN Michel, GUICHARD Benjamin in : DORIS, 30/11/2022 : Symphodus tinca (Linnaeus, 1758)",604,17.0,1160.0,<rnd>,
Symphodus trutta,232,Le centrolabre truite,,53,12.0,14,1.0,10.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Symphurus ligulatus,567,La plagusie longue,,118,8.0,10,20.0,800.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Symphurus nigrescens,568,La plagusie sombre,,118,10.0,12,47.0,1000.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Synapturichthys kleinii,557,La sole tachetée,,117,25.0,40,10.0,120.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Synchiropus phaeton,474,Le dragonnet phaeton,,90,10.0,12,80.0,650.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Syngnathus abaster,594,Le syngnathe de lagune,,32,10.0,15,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Syngnathus acus,588,Le syngnathe aiguille,,32,30.0,40,1.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," ZIEMSKI Frédéric, LAMARE Véronique, CHANET Bruno in : DORIS, 20/04/2021 : Syngnathus acus Linnaeus, 1758",229,93.0,305.0,<rnd>,
Syngnathus phlegon,136,Le syngnathe épineux,,32,15.0,20,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Syngnathus rostellatus,590,Le syngnathe de Duméril,,32,15.0,17,1.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Syngnathus shmidti,137,Le syngnathe de Schmidt,,32,8.0,11,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Syngnathus taenionotus,593,Le syngnathe de l’Adriatique,,32,20.0,25,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Syngnathus tenuirostris,589,Le syngnathe à museau long,,32,30.0,39,1.0,25.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Syngnathus typhle,591,Le siphonostome atlantique,,32,20.0,25,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," REGUIEG Aedwina, SITTLER Alain-Pierre, COROLLA Jean-Pierre, KUPFER Michel, CHANET Bruno in : DORIS, 08/11/2020 : Syngnathus typhle Linnaeus, 1758",320,94.0,281.0,<rnd>,
Syngnathus typhle rondeleti,592,Le siphonostome de méditerranée,,32,30.0,35,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Synodus saurus,475,Le poisson-lézard rayé,,91,25.0,30,5.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, RIOS Joël in : DORIS, 11/11/2020 : Synodus saurus (Linnaeus, 1758)",1988,76.0,283.0,<rnd>,
Synodus synodus,476,Le poisson-lézard atlantique,,91,20.0,25,5.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Taurulus bubalis,369,Le chabot buffle,,84,14.0,16,1.0,30.0,Vivent sur le fond,,Epines de la tête venimeuses en période de reproduction (printemps),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MARAN Vincent, GUICHARD Benjamin, ZIEMSKI Frédéric in : DORIS, 15/01/2021 : Taurulus bubalis (Euphrasen, 1786)",947,58.0,335.0,<rnd>,
Terapon puta,210,Le terapon à queue rayée ,,47,10.0,12,0.0,10.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Tetrapturus albidus,129,Le makaire blanc,,30,200.0,300,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Tetrapturus belone,131,Le marlin de mediterranée,,30,200.0,240,0.0,200.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Tetrapturus georgii,130,Le makaire bec fin,,30,150.0,200,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Tetrapturus pfluegeri,132,La makaire bécune,,30,200.0,250,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Tetrosomus gibbosus,327,Le poisson coffre pyramide,,78,20.0,30,1.0,100.0,près du fond,,Peau toxique,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Thalassoma pavo,238,La girelle-paon,,53,15.0,20,0.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MARTIN Jérôme, PEAN Michel, GUICHARD Benjamin in : DORIS, 30/11/2022 : Thalassoma pavo (Linnaeus, 1758)",744,25.0,1686.0,<rnd>,
Thorogobius ephippiatus,403,Le gobie léopard,,85,8.0,10,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Thorogobius macrolepis,404,Le gobie à grandes écailles,,85,5.0,6,20.0,40.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Thunnus alalunga,115,Le germon,,25,80.0,100,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Thunnus albacares,113,Le thon albacore,,25,160.0,200,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Thunnus obesus,114,Le thon obèse,,25,200.0,250,0.0,250.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Thunnus thynnus,112,Le thon rouge,,25,200.0,250,0.0,70.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Torpedo marmorata,683,La torpille marbrée,Raie torpille,150,60.0,80,10.0,100.0,Sur le fond,,Capable de produire des décharges electriques de 45 Volts,"Fonds sablo-vaseux côtiers, herbiers et proximité des rochers.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," REGUIEG Aedwina, SITTLER Alain-Pierre, MARAN Vincent in : DORIS, 19/09/2022 : Torpedo marmorata Risso, 1810",321,,,<rnd>,
Torpedo nobiliana,684,La torpille noire,,150,100.0,180,10.0,565.0,"Sur le fond, parfois pleine eau",,Capable de produire des décharges electriques de 220 Volts,"Fonds meubles, adultes parfois en pleine eau.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Torpedo torpedo,685,La torpille ocellée,,150,50.0,60,1.0,100.0,Sur le fond,,Capable de produire des décharges electriques,Fonds meubles,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, SITTLER Alain-Pierre, CHANET Bruno, BURON Daniel in : DORIS, 30/08/2021 : Torpedo torpedo (Linnaeus, 1758)",1345,,,<rnd>,
Torquigener flavimaculosus,321,Le tétraodon constellé,,76,10.0,14,0.0,10.0,près du fond,,"Peau, foie et gonades extrêmement toxiques ( présence de tétraodontoxine)",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trachinotus ovatus,85,La palomine,,20,35.0,50,1.0,10.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MODRAK Gaël, CARO Valérie, MENUT Thomas in : DORIS, 09/09/2022 : Trachinotus ovatus (Linnaeus, 1758)",4352,98.0,352.0,<rnd>,
Trachinus araneus,481,La vive-araignée,,93,30.0,50,5.0,100.0,Vivent sur le fond,,"1ere nageoire dorsale venimeuse, piqure douloureuse",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trachinus draco,480,La grande vive,,93,30.0,35,5.0,20.0,Vivent sur le fond,,"1ere nageoire dorsale venimeuse, piqure douloureuse",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," RIEHL Christian, PICHON Bernadette, ADER Denis, ANDRÉ Frédéric in : DORIS, 29/01/2021 : Trachinus draco Linnaeus, 1758",637,77.0,335.0,<rnd>,
Trachinus radiatus,482,La vive à tête rayonnée,,93,30.0,40,30.0,60.0,Vivent sur le fond,,"1ere nageoire dorsale venimeuse, piqure douloureuse",,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trachipterus arcticus,144,Le trachyptere atlantique,,36,150.0,260,50.0,600.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trachipterus trachypterus,146,Le trachyptere commun,,36,150.0,300,10.0,500.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trachurus mediterraneus,68,Le chinchard à queue jaune,,20,30.0,50,10.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trachurus picturatus,69,Le chinchard bleu,,20,40.0,60,0.0,370.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trachurus trachurus,67,Le chinchard commun,,20,30.0,40,10.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trachurus trecae,70,Le chinchard cunéné,,20,30.0,40,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trichiurus lepturus,140,Le sabre à queue pointue,,34,120.0,150,3.0,350.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trigla lyra,461,Le grondin-lyre,,88,40.0,50,50.0,400.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Triglops murrayi,375,Le faux-trigle maillé,,84,15.0,20,10.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Tripterygion delaisi,487,Le triptérygion jaune,,97,6.0,7,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," FUSS Nathalie, CHARLET Anne, PICHON Bernadette, ADER Denis, HUET Sylvie in : DORIS, 12/03/2022 : Tripterygion delaisi Cadenat & Blache, 1970",823,78.0,670.0,<rnd>,
Tripterygion melanurus,489,Le tryptérigion nain,,97,4.0,4.5,0.5,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," RIGHELE Sébastien, CHARLET Anne, PICHON Bernadette, ADER Denis, SITTLER Alain-Pierre in : DORIS, 16/08/2022 : Tripterygion melanurus Guichenot, 1850",521,80.0,432.0,<rnd>,
Tripterygion tripteronotum,488,Le tripterygion rouge,,97,6.0,7,0.0,3.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," RIGHELE Sébastien, CHARLET Anne, ADER Denis, SITTLER Alain-Pierre in : DORIS, 01/11/2020 : Tripterygion tripteronotum (Risso, 1810)",512,79.0,722.0,<rnd>,
Trisopterus capelanus,291,Le capelan de Mediterranée,,52,25.0,30,30.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trisopterus esmarkii,289,Le tacaud norvégien,,52,20.0,27,80.0,250.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trisopterus luscus,288,Le tacaud,,52,30.0,35,10.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Trisopterus minutus,290,Le capelan de l’Atlantique,,52,25.0,30,25.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Tylosurus choram,121,L’aiguille voyageuse de mer rouge,,26,60.0,75,0.0,5.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Umbrina canariensis,280,L’ombrine bronze,,64,40.0,50,50.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Umbrina cirrosa,279,L’ombrine côtiere,,64,60.0,80,5.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Umbrina ronchus,278,L’ombrine fusca,,64,50.0,80,20.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Upeneus moluccensis,456,Le barbet à bande dorée,,86,18.0,25,10.0,80.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Upeneus pori,457,Le barbet à queue rayée,,86,9.0,14,5.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Uranoscopus scaber,484,L’uranoscope,,94,25.0,30,15.0,100.0,Vivent sur le fond,,Epines post-operculaires venimeuses,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Uraspis helvola,76,La carangue bouche blanche,,20,40.0,50,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Valencia hispanica,170,Le cyprinodonte de Valence,,42,5.0,6,0.0,1.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Vanneaugobius canariensis,409,Le gobie nain des Canaries,,85,4.5,4.3,3.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Vanneaugobius pruvoti,407,Le gobie nain de Pruvot,,85,3.7,3.7,110.0,,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Xiphias gladius,126,L’espadon,,29,250.0,350,10.0,125.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Xyrichtys novacula,240,Le rason,,53,25.0,30,5.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BARBEAU Yveline, LOUE Catherine, FAUCONNIER Yves, CHARLET Anne, PICHON Bernadette, ADER Denis, PROUZET Anne in : DORIS, 03/10/2022 : Xyrichtys novacula (Linnaeus, 1758)",636,27.0,339.0,<rnd>,
Zebrus zebrus,405,Le gobie zébré,,85,4.5,5.5,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Zeugopterus punctatus,548,Le targeur,,116,25.0,28,5.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Zeugopterus regius,549,La cardine chevelue,,116,20.0,23,20.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Zeus faber,304,Le Saint-Pierre,,69,40.0,50,50.0,150.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Zoarces viviparus,332,La blennie vivipare,,80,30.0,40,2.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
Zu cristatus,145,Le trachyptere ventru,,36,80.0,100,1.0,500.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,<rnd>,
